index,commission,entrust_action,entrust_no,fill_date,fill_no,fill_price,fill_size,fill_time,symbol,task_id,trade_date,,holding,left,
374,0,Buy,3,20180828,4,23.96,125,0,600340.SH,2.01808E+11,20180828,,,,
375,0,Buy,2,20180828,5,29.15,102,0,600104.SH,2.01808E+11,20180828,,,,
376,0,Sell,1,20180828,6,12,262,0,600048.SH,2.01808E+11,20180828,,,,
377,0,Buy,5,20180828,7,27.19,110,0,600887.SH,2.01808E+11,20180828,,,,
378,0,Sell,4,20180829,1,5.64,543,0,601328.SH,2.01808E+11,20180829,,,,
379,0,Sell,2,20180829,2,681,4,0,600519.SH,2.01808E+11,20180829,,,,
380,0,Sell,1,20180829,3,16.21,185,0,600030.SH,2.01808E+11,20180829,,,,
381,0,Sell,5,20180829,4,3.56,857,0,601988.SH,2.01808E+11,20180829,,,,
382,0,Sell,3,20180829,5,5.81,525,0,601169.SH,2.01808E+11,20180829,,,,
383,0,Sell,7,20180830,1,3.68,845,0,601818.SH,2.01808E+11,20180830,,,,
384,0,Sell,4,20180830,2,6.27,486,0,600919.SH,2.01808E+11,20180830,,,,
385,0,Sell,3,20180830,3,8.69,349,0,600837.SH,2.01808E+11,20180830,,,,
386,0,Buy,8,20180830,4,3.56,842,0,601988.SH,2.01808E+11,20180830,,,,
387,0,Buy,2,20180830,5,10.26,292,0,600111.SH,2.01808E+11,20180830,,,,
388,0,Sell,1,20180830,6,6.92,447,0,600029.SH,2.01808E+11,20180830,,,,
389,0,Buy,5,20180830,7,8.73,343,0,600958.SH,2.01808E+11,20180830,,,,
390,0,Buy,6,20180831,1,18.46,162,0,601088.SH,2.01808E+11,20180831,,,,
391,0,Buy,3,20180831,2,677,4,0,600519.SH,2.01808E+11,20180831,,,,
392,0,Sell,2,20180831,3,20.62,144,0,600518.SH,2.01808E+11,20180831,,,,
393,0,Buy,1,20180831,4,15.94,188,0,600030.SH,2.01808E+11,20180831,,,,
394,0,Buy,5,20180831,5,6.27,478,0,600919.SH,2.01808E+11,20180831,,,,
395,0,Buy,7,20180903,1,22.1,135,0,601628.SH,2.01809E+11,20180903,,,,
396,0,Buy,6,20180903,2,5.44,551,0,601398.SH,2.01809E+11,20180903,,,,
397,0,Sell,4,20180903,3,25.1,125,0,600340.SH,2.01809E+11,20180903,,,,
398,0,Sell,3,20180903,4,29.15,102,0,600104.SH,2.01809E+11,20180903,,,,
399,0,Buy,8,20180903,5,3.73,804,0,601818.SH,2.01809E+11,20180903,,,,
400,0,Buy,2,20180903,6,6.69,444,0,600029.SH,2.01809E+11,20180903,,,,
401,0,Buy,1,20180903,7,5.97,502,0,600016.SH,2.01809E+11,20180903,,,,
402,0,Buy,5,20180903,8,11.71,256,0,601229.SH,2.01809E+11,20180903,,,,
403,0,Sell,4,20180905,1,3.58,842,0,601988.SH,2.01809E+11,20180905,,,,
404,0,Sell,2,20180905,2,8.78,343,0,600958.SH,2.01809E+11,20180905,,,,
405,0,Sell,1,20180905,3,10.22,292,0,600111.SH,2.01809E+11,20180905,,,,
406,0,Sell,2,20180906,1,657.79,4,0,600519.SH,2.01809E+11,20180906,,,,
407,0,Sell,1,20180906,2,15.92,188,0,600030.SH,2.01809E+11,20180906,,,,
408,0,Sell,3,20180906,3,6.32,478,0,600919.SH,2.01809E+11,20180906,,,,
409,0,Buy,9,20180907,1,7.11,421,0,601390.SH,2.01809E+11,20180907,,,,
410,0,Buy,3,20180907,2,28.28,106,0,600104.SH,2.01809E+11,20180907,,,,
411,0,Sell,8,20180907,3,11.77,256,0,601229.SH,2.01809E+11,20180907,,,,
412,0,Sell,12,20180907,4,21.63,135,0,601628.SH,2.01809E+11,20180907,,,,
413,0,Sell,2,20180907,5,6.39,444,0,600029.SH,2.01809E+11,20180907,,,,
414,0,Buy,13,20180907,6,5.19,578,0,601669.SH,2.01809E+11,20180907,,,,
415,0,Buy,11,20180907,7,32.24,93,0,601601.SH,2.01809E+11,20180907,,,,
416,0,Sell,7,20180907,8,22.4,110,0,600887.SH,2.01809E+11,20180907,,,,
417,0,Buy,4,20180907,9,10.05,298,0,600111.SH,2.01809E+11,20180907,,,,
418,0,Sell,10,20180907,10,5.33,551,0,601398.SH,2.01809E+11,20180907,,,,
419,0,Sell,14,20180907,11,3.72,804,0,601818.SH,2.01809E+11,20180907,,,,
420,0,Buy,6,20180907,12,8.48,353,0,600837.SH,2.01809E+11,20180907,,,,
421,0,Sell,1,20180907,13,6,502,0,600016.SH,2.01809E+11,20180907,,,,
422,0,Buy,2,20180910,1,6.29,476,0,600919.SH,2.01809E+11,20180910,,,,
423,0,Buy,1,20180910,2,650.97,4,0,600519.SH,2.01809E+11,20180910,,,,
424,0,Sell,2,20180912,1,18.2,162,0,601088.SH,2.01809E+11,20180912,,,,
425,0,Buy,1,20180912,2,24.05,124,0,600340.SH,2.01809E+11,20180912,,,,
426,0,Buy,3,20180912,3,44.7,67,0,601336.SH,2.01809E+11,20180912,,,,
427,0,Sell,7,20180913,1,5.19,578,0,601669.SH,2.01809E+11,20180913,,,,
428,0,Sell,6,20180913,2,31.37,93,0,601601.SH,2.01809E+11,20180913,,,,
429,0,Sell,4,20180913,3,8.49,353,0,600837.SH,2.01809E+11,20180913,,,,
430,0,Sell,3,20180913,4,630,4,0,600519.SH,2.01809E+11,20180913,,,,
431,0,Sell,2,20180913,5,9.35,298,0,600111.SH,2.01809E+11,20180913,,,,
432,0,Sell,1,20180913,6,28.23,106,0,600104.SH,2.01809E+11,20180913,,,,
433,0,Sell,5,20180913,7,7.15,421,0,601390.SH,2.01809E+11,20180913,,,,
434,0,Sell,2,20180914,1,6.27,476,0,600919.SH,2.01809E+11,20180914,,,,
435,0,Buy,1,20180914,2,20.4,147,0,600518.SH,2.01809E+11,20180914,,,,
436,0,Buy,2,20180917,1,8.58,349,0,600837.SH,2.01809E+11,20180917,,,,
437,0,Buy,1,20180917,2,23.12,127,0,600547.SH,2.01809E+11,20180917,,,,
438,0,Buy,3,20180917,3,14.53,206,0,601688.SH,2.01809E+11,20180917,,,,
439,0,Buy,4,20180918,1,8.67,346,0,601857.SH,2.01809E+11,20180918,,,,
440,0,Sell,2,20180918,2,23.62,124,0,600340.SH,2.01809E+11,20180918,,,,
441,0,Buy,1,20180918,3,29.32,102,0,600104.SH,2.01809E+11,20180918,,,,
442,0,Buy,5,20180918,4,3.52,852,0,601988.SH,2.01809E+11,20180918,,,,
443,0,Sell,3,20180918,5,46.56,67,0,601336.SH,2.01809E+11,20180918,,,,
444,0,Buy,2,20180919,1,33.02,90,0,601601.SH,2.01809E+11,20180919,,,,
445,0,Buy,1,20180919,2,7.59,395,0,600019.SH,2.01809E+11,20180919,,,,
446,0,Sell,4,20180920,1,8.93,346,0,601857.SH,2.01809E+11,20180920,,,,
447,0,Sell,2,20180920,2,22.95,127,0,600547.SH,2.01809E+11,20180920,,,,
448,0,Sell,1,20180920,3,20.65,147,0,600518.SH,2.01809E+11,20180920,,,,
449,0,Buy,3,20180920,4,48.79,61,0,601336.SH,2.01809E+11,20180920,,,,
450,0,Buy,6,20180921,1,4.52,663,0,603993.SH,2.01809E+11,20180921,,,,
451,0,Sell,4,20180921,2,15.02,206,0,601688.SH,2.01809E+11,20180921,,,,
452,0,Sell,2,20180921,3,8.8,349,0,600837.SH,2.01809E+11,20180921,,,,
453,0,Buy,1,20180921,4,16.14,185,0,600030.SH,2.01809E+11,20180921,,,,
454,0,Buy,5,20180921,5,8.91,334,0,601857.SH,2.01809E+11,20180921,,,,
455,0,Buy,0,20180921,0,0,29.6592,60000,601857.SH,0,20180921,,,,
456,0,Sell,0,20180921,0,1,29.6592,60000,601857.SH,0,20180921,,,,
457,0,Buy,7,20180925,1,5.76,518,0,601328.SH,2.01809E+11,20180925,,,,
458,0,Buy,6,20180925,2,11.11,270,0,601186.SH,2.01809E+11,20180925,,,,
459,0,Buy,4,20180925,3,12.91,230,0,600999.SH,2.01809E+11,20180925,,,,
460,0,Buy,3,20180925,4,9.88,303,0,600111.SH,2.01809E+11,20180925,,,,
461,0,Buy,8,20180925,5,5.72,521,0,601398.SH,2.01809E+11,20180925,,,,
462,0,Sell,2,20180925,6,31.28,102,0,600104.SH,2.01809E+11,20180925,,,,
463,0,Buy,5,20180925,7,5.94,504,0,601169.SH,2.01809E+11,20180925,,,,
464,0,Sell,1,20180926,1,34.6,90,0,601601.SH,2.01809E+11,20180926,,,,
465,0,Buy,4,20180927,1,7.58,395,0,601390.SH,2.01809E+11,20180927,,,,
466,0,Buy,2,20180927,2,8.1,370,0,601006.SH,2.01809E+11,20180927,,,,
467,0,Sell,1,20180927,3,12.94,230,0,600999.SH,2.01809E+11,20180927,,,,
468,0,Buy,5,20180927,4,35.24,85,0,601601.SH,2.01809E+11,20180927,,,,
469,0,Sell,4,20180928,1,4.61,663,0,603993.SH,2.01809E+11,20180928,,,,
470,0,Sell,2,20180928,2,6.02,504,0,601169.SH,2.01809E+11,20180928,,,,
471,0,Sell,1,20180928,3,16.54,185,0,600030.SH,2.01809E+11,20180928,,,,
472,0,Sell,3,20180928,4,9.11,334,0,601857.SH,2.01809E+11,20180928,,,,
